domain,home_url,logo_url,status,error
"intersport.com.au","https://intersport.com.au","https://intersport.com.au/cdn/shop/t/2/assets/logo.svg","OK",""
"advantisengineering.com","https://advantisengineering.com","https://www.advantisengineering.com/wp-content/uploads/2021/02/cropped-Advantis-Engineering_Web-Logo-192x192.png","OK",""
"thelocal.fr","https://thelocal.fr","https://www.thelocal.fr/images/logo-fr.svg","OK",""
"nextbikeczech.com","https://nextbikeczech.com","https://www.nextbikeczech.com/wp-content/themes/nextbike/img/logo.svg","OK",""
"aamcolawrencevillega.com","https://aamcolawrencevillega.com","https://www.aamcolawrencevillega.com/images/logo.png","OK",""
"tupperware.at","https://tupperware.at","https://tupperware-eu.com/cdn/shop/files/logo_tupperware_black.svg","OK",""
"lidl.com.cy","https://lidl.com.cy","https://www.lidl.com.cy/cdn/assets/logos/1.0.1/android-chrome-512x512.png","OK",""
"oil-testing.de","","","UNREADABLE",""
"mazda-autohaus-kaschmieder-waren.de","https://mazda-autohaus-kaschmieder-waren.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"bauder.lt","https://bauder.lt","https://www.bauder.lt/apple-touch-icon-180x180.png","OK",""
"kalyanmachines.com","https://kalyanmachines.com","https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_192,h_192/https://www.kalyanmachines.com/wp-content/uploads/2024/01/cropped-Artboard-1-192x192.png","OK",""
"nestle.com.vn","","","UNREADABLE",""
"daikin.ge","https://daikin.ge","https://www.daikin.ge/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/app-icon/android-chrome-512x512.png","OK",""
"ibc-solar.pl","https://ibc-solar.pl","https://www.ibc-solar.pl/_assets/3e71f8710dcb04f4f6cadfc63fbe636c/Images/IBC_Solar.svg","OK",""
"toyotanatas.com.tr","https://toyotanatas.com.tr","https://www.toyotanatas.com.tr/Assets/img/logo.png","OK",""
"compo.de","https://compo.de","https://www.compo.de/dam/jcr:094c0320-2a85-4f73-804d-9aec3f32c1a6/apple-touch-icon-152x152.png","OK",""
"cvjm-pfalz.de","","","UNREADABLE",""
"engie.pt","https://engie.pt","https://assets.design.digital.engie.com/brand/logo-engie-small-blue.svg","OK",""
"meggle.co.jp","https://meggle.co.jp","https://cdn.meggle.com/app/themes/meggle/public/images/clover-icon-32.512bfc.png","OK",""
"engie.cl","https://engie.cl","https://www.engie.cl/wp-content/uploads/2021/09/logo-engie-energia.png","OK",""
"kia-gorny-eislingen.de","https://kia-gorny-eislingen.de","https://www.kia-gorny-eislingen.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png","OK",""
"wurth-international.com.cn","https://wurth-international.com.cn","https://www.wurth-international.com.cn/media/system/layout_wl2bootstrap/bootstrap_system_images/wuerth_logo.png","OK",""
"sherwin-williams.com.ec","https://sherwin-williams.com.ec","https://sherwin-williams.com.ec/wp-content/themes/sherwinwilliams/assets/images/logo-sherwin.svg","OK",""
"ecslupsk.pl","https://ecslupsk.pl","https://www.ecslupsk.pl/img/logo-cofely.svg","OK",""
"chip.pl","https://chip.pl","https://www.chip.pl/android-chrome-512x512.png","OK",""
"medef-bearnetsoule.com","https://medef-bearnetsoule.com","https://www.medef-bearnetsoule.com/bundles/medeffront/img/burger-menu.svg","OK",""
"crif.pl","https://crif.pl","https://www.crif.pl/assets/img/logo-crif.svg","OK",""
"mazda-autohaus-fenzl-hauzenberg.de","","","UNREADABLE",""
"pkf.co.in","https://pkf.co.in","https://www.pkf.co.in/wp-content/uploads/2024/10/PKF_Logo_Full-Colour_RGB.png","OK",""
"daikin-china.com.cn","https://daikin-china.com.cn","https://www.daikin-china.com.cn/logo.png","OK",""
"mazda-autohaus-tabbouch-speyer.de","https://mazda-autohaus-tabbouch-speyer.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"kumonla.com","https://kumonla.com","https://www.kumonla.com/logo.png","OK",""
"aamcofeastervillepa.com","https://aamcofeastervillepa.com","https://www.aamcofeastervillepa.com/images/logo.png","OK",""
"misterwhat.nl","https://misterwhat.nl","https://s3-eu-west-1.amazonaws.com/cdn.misterwhat.com/apple-touch-icon-152x152.png","OK",""
"veolia.in","https://veolia.in","https://www.veolia.in/themes/custom/veo_site/build/assets/images/temp/logo-sticky.png","OK",""
"toyotafocsani.ro","https://toyotafocsani.ro","https://www.toyotafocsani.ro/wp-content/uploads/2021/03/cropped-logo-512x512-1-32x32.png","OK",""
"mazda-rzeszow-czach.pl","https://mazda-rzeszow-czach.pl","https://uploads.mazdalh.eu/uploads/sites/120718/www.mazda-rzeszow-czach.pl-logonormal.png","OK",""
"edenred.es","https://edenred.es","https://www.edenred.es/wp-content/uploads/2023/02/logo-edenred.svg","OK",""
"dulux.pl","https://dulux.pl","https://www.dulux.pl/content/dam/akzonobel-flourish/dulux/pl/pl/favicon/icon-512x512.png","OK",""
"orange.sn","https://orange.sn","https://www.orange.sn/sites/default/files/images/orange_logo.svg","OK",""
"globalconnectgroup.com","https://globalconnectgroup.com","https://globalconnectgroup.com/app/themes/globalconnect/resources/images/logo.svg","OK",""
"bakertilly.bg","https://bakertilly.bg","https://bakertillysee.com/wp-content/uploads/2024/12/logo.png","OK",""
"ford.if.ua","https://ford.if.ua","https://ford.if.ua/build/website/img/ford_logo.e264b95b.svg","OK",""
"culliganquadcities.com","https://culliganquadcities.com","https://www.culliganquadcities.com/images/logos/culligan_water_you_love.svg","OK",""
"actemium.pt","https://actemium.pt","https://www.actemium.pt/app/uploads/sites/144/2021/04/ACT_LOGO_RGB-sem-fundo.png","OK",""
"kiamarin.com","","","UNREADABLE",""
"wuerth.com.hr","https://wuerth.com.hr","https://eshop.wuerth.com.hr/static/version1762157337/frontend/wc/b2b_eshop/hr_HR/images/logo.svg","OK",""
"autosecuritas-ct-notre-dame-doe.fr","https://autosecuritas-ct-notre-dame-doe.fr","https://www.autosecuritas.fr/public/img/showcase/autosecuritas-logo.svg","OK",""
"nordicpharma.pt","https://nordicpharma.pt","https://www.nordicpharma.pt/wp-content/uploads/sites/12/2022/03/cropped-MicrosoftTeams-image-3-1024x289-1-1.png","OK",""
"aamcohialeahfl.com","https://aamcohialeahfl.com","https://www.aamcohialeahfl.com/images/logo.png","OK",""
"vbh.be","https://vbh.be","https://www.vbh.be/static/Favicon/safari-pinned-tab.svg","OK",""
"veoliawatertechnologies.pl","https://veoliawatertechnologies.pl","https://www.veoliawatertechnologies.pl/themes/custom/veo_site/build/assets/images/temp/logo-sticky.png","OK",""
"roca.co.th","https://roca.co.th","https://www.roca.co.th/documents/20126/346080475/roca-logo.svg/4dc29d13-1df3-b628-786b-7c63db57cdcd","OK",""
"dysartsservicecenter.com","https://dysartsservicecenter.com","https://dysartsservicecenter.com/wp-content/uploads/2019/10/Dysarts-Service-1.jpg","OK",""
"adlatus-nordwestschweiz.ch","https://adlatus-nordwestschweiz.ch","https://adlatus-nordwestschweiz.ch/wp-content/uploads/2021/02/favicon-150x150.png","OK",""
"mazda-krakow-kazokuluzar.pl","https://mazda-krakow-kazokuluzar.pl","https://uploads.mazdalh.eu/uploads/sites/218794/kazoku-luzar-logonormal.png","OK",""
"carglass.hu","https://carglass.hu","https://www.carglass.hu/wp-content/themes/carglass/assets/images/logo-big.png","OK",""
"aonsolutions.com.cy","https://aonsolutions.com.cy","https://www.aonsolutions.com.cy/Content/images/logo_aon_red.png","OK",""
"bioderma.it","https://bioderma.it","https://www.bioderma.it/themes/custom/bioderma_theme/apple-touch-icon.png","OK",""
"salvationarmy.org.sg","https://salvationarmy.org.sg","https://www.salvationarmy.org.sg/wp-content/uploads/2025/07/cropped-Salvation-Army-Logo-192x192.webp","OK",""
"muvpropiedades.com.ar","https://muvpropiedades.com.ar","https://static.tokkobroker.com/tfw_images/1329_MUV/muv_logo_1.png","OK",""
"mercyships.dk","https://mercyships.dk","https://mercyships.dk/wp-content/uploads/2025/01/ms-logo-white.svg","OK",""
"mazda-autohaus-doerenkaemper-bad-hersfeld.de","https://mazda-autohaus-doerenkaemper-bad-hersfeld.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"servier.co.uk","https://servier.co.uk","https://www.servier.co.uk/wp-content/uploads/sites/21/2022/10/Servier_Logo_RVB_svg-cropped.svg","OK",""
"nestle.bg","","","UNREADABLE",""
"worldvision.org.sv","https://worldvision.org.sv","https://worldvision.org.sv/hubfs/World%20Vision%20Logo%20Icon%20Square.png","OK",""
"mazda.hu","https://mazda.hu","https://www.mazda.hu/favicon.svg","OK",""
"bakertillymapema.se","https://bakertillymapema.se","https://www.bakertillymapema.se/assets/images/logo.svg","OK",""
"santander.pt","https://santander.pt","https://www.santander.pt/images/logotipo/logo-santander.svg","OK",""
"greatplacetowork.co.kr","https://greatplacetowork.co.kr","https://s3.amazonaws.com/media.greatplacetowork.com/images/GPTW_Logo_2017.svg","OK",""
"daikin.com.mm","https://daikin.com.mm","https://www.daikin.com.mm/logo.png","OK",""
"eurofins.at","https://eurofins.at","https://cdnmedia.eurofins.com/corporate-eurofins/media/12152481/logo3.png","OK",""
"sto-ukraine.com","https://sto-ukraine.com","https://sto-ukraine.com/wp-content/uploads/2021/05/Квадрат.png","OK",""
"brother-industrial.md","https://brother-industrial.md","https://brother-industrial.md/wp-content/uploads/2019/10/logo.png","OK",""
"sto-sea.com","https://sto-sea.com","https://static.sto-net.com/favicons/sto/apple-touch-icon.png","OK",""
"toyotadolak.cz","https://toyotadolak.cz","https://www.toyotadolak.cz/wp-content/themes/dolak/assets/img/logo.svg","OK",""
"linde-gas.sk","https://linde-gas.sk","https://static.prd.echannel.linde.com/wcsstore/SK_RME_Industrial_Gas_Store/images/logo/linde_plc_logo.png","OK",""
"kia-hotz-gardelegen.de","https://kia-hotz-gardelegen.de","https://www.kia-hotz-gardelegen.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png","OK",""
"servier.pt","https://servier.pt","https://servier.pt/wp-content/uploads/sites/17/2022/10/Logo_Servier.svg","OK",""
"savethechildren.org.za","","","UNREADABLE",""
"airbnb.com.ar","https://airbnb.com.ar","https://a0.muscache.com/airbnb/static/icons/apple-touch-icon-180x180-bcbe0e3960cd084eb8eaf1353cf3c730.png","OK",""
"atalian.com.tr","https://atalian.com.tr","https://atalian.com/apple-touch-icon-180x180.png","OK",""
"duracleanservicebybob.com","https://duracleanservicebybob.com","https://duracleanservicebybob.com/wp-content/uploads/2023/06/fav.png","OK",""
"linde-gas.lv","https://linde-gas.lv","https://www.linde-gas.lv/wcsstore/LindeStorefrontAssetStore/icons/UnifyIcons/ico_new-search-white.svg","OK",""
"toyotaakkoyunlu.com.tr","https://toyotaakkoyunlu.com.tr","https://www.toyotaakkoyunlu.com.tr/Assets/img/logo.png","OK",""
"nordicpharma.co.uk","https://nordicpharma.co.uk","https://www.nordicpharma.co.uk/wp-content/uploads/sites/7/2022/02/Logo-Nordic-Pharma-yt.png","OK",""
"nestle.pl","","","UNREADABLE",""
"benu.nl","https://benu.nl","https://www.benu.nl/assets/images/BENU_vertical_logo.svg","OK",""
"renaultchiapas.com.mx","","","UNREADABLE",""
"aamcoalexandriava.com","https://aamcoalexandriava.com","https://www.aamcoalexandriava.com/images/logo.png","OK",""
"airbnb.com.hk","https://airbnb.com.hk","https://a0.muscache.com/airbnb/static/icons/apple-touch-icon-180x180-bcbe0e3960cd084eb8eaf1353cf3c730.png","OK",""
"mazda.com.ec","https://mazda.com.ec","https://www.mazda.com.ec/hubfs/MAZDA/Imagen%20de%20Marca/Logos/favicon-mazda.png","OK",""
"snapologyfranchising.com","https://snapologyfranchising.com","https://www.snapologyfranchising.com/images/footer-brands/unleashed-horizontal-black.svg","OK",""
"ardex.com.tw","https://ardex.com.tw","https://www.ardex.com.tw/wp-content/uploads/2017/08/CPD-logo.png","OK",""
"storisell.com","https://storisell.com","https://storisell.com/wp-content/uploads/2020/05/Storisell-Logotype-Red-Black.png","OK",""
"linak-latinamerica.com","","","UNREADABLE",""
"decathlon.ro","","","UNREADABLE",""
"aamcoglendaleoldtown.com","https://aamcoglendaleoldtown.com","https://www.aamcoglendaleoldtown.com/images/logo.png","OK",""
"subaru.com.np","https://subaru.com.np","https://www.subaru.com.np/assets/images/logo06.png","OK",""
"decathlon.pl","","","UNREADABLE",""
"vans.es","","","UNREADABLE",""
"subaru.com.pa","https://subaru.com.pa","https://www.subaru.com.pa/assets/images/logo06.png","OK",""
"humanasecondhand.se","https://humanasecondhand.se","https://static.wixstatic.com/media/c762a5_9519eb4cd0184656af85f1e376113571%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/c762a5_9519eb4cd0184656af85f1e376113571%7Emv2.png","OK",""
"wurth.hu","https://wurth.hu","https://eshop.wurth.hu/is-bin/intershop.static/WFS/3132-B1-Site/-/hu_HU/webkit_bootstrap/dist/img/wuerth-logo.svg","OK",""
"kia-gj-remagen-rolandseck.de","https://kia-gj-remagen-rolandseck.de","https://www.kia-gj-remagen-rolandseck.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png","OK",""
"hansa-flex.com.cn","https://hansa-flex.com.cn","https://www.hansa-flex.com.cn/u/45931410-bffb-4e8c-b86f-c52eebe4a76a.svg","OK",""
"titancontainers.co.nz","https://titancontainers.co.nz","https://titancontainers.co.nz/wp-content/uploads/2023/12/logo.png","OK",""
"aamcoelpaso-east.com","https://aamcoelpaso-east.com","https://lirp.cdn-website.com/3825e80b/dms3rep/multi/opt/fav001-1920w.jpg","OK",""
"renault-argenteuil.fr","https://renault-argenteuil.fr","https://renault-argenteuil.fr/wp-content/uploads/2022/12/R_RENAULT_EMBLEM_RGB_White_v21.1.png","OK",""
"aamcomesacountryclub.com","https://aamcomesacountryclub.com","https://www.aamcomesacountryclub.com/images/logo.png","OK",""
"allianz-peev.de","https://allianz-peev.de","https://vertretung.allianz.de/content/dam/onemarketing/system/allianz-eagle.svg/_jcr_content/renditions/cq5dam.thumbnail.48.48.png","OK",""
"notairespirletboinet.be","https://notairespirletboinet.be","https://www.notaris.be/themes/custom/notaris/images/logos/logo--nl.svg","OK",""
"smittysmb.ca","https://smittysmb.ca","https://smittysmb.ca/wp-content/uploads/2020/11/Smittys-Hero-Aug2020-Edit.jpg","OK",""
"linde.bo","https://linde.bo","https://assets.linde.com/-/media/celum-connect/2024/03/25/15/31/adobestock_192756032_br_fin_rgb_183920.jpg","OK",""
"daikinitalyshop.it","","","UNREADABLE",""
"metlife.com.au","https://metlife.com.au","https://www.metlife.com.au/content/dam/metlifecom/au/logo/MetLife-Australia.png","OK",""
"bowlero.mx","https://bowlero.mx","https://bowlero.mx/wp-content/uploads/2022/10/cropped-bowlero1-192x192.png","OK",""
"aamcowoodbridgeva.com","https://aamcowoodbridgeva.com","https://www.aamcowoodbridgeva.com/images/logo.png","OK",""
"mazda-autohaus-w-k-kamen.de","https://mazda-autohaus-w-k-kamen.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"bakertilly.it","https://bakertilly.it","https://www.bakertilly.it/assets/images/logo.svg","OK",""
"renaultcoatzacoalcos.com.mx","","","UNREADABLE",""
"mazda-autohaus-engelbart-delmenhorst.de","https://mazda-autohaus-engelbart-delmenhorst.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"renaultsprings.co.za","https://renaultsprings.co.za","https://renaultsprings.co.za/wp-content/uploads/2023/01/fav-100x100.png","OK",""
"servier.com.br","https://servier.com.br","https://servier.com.br/wp-content/uploads/sites/42/2022/10/Logo_Servier.svg","OK",""
"axa.ma","","","UNREADABLE",""
"pilotpen.co.uk","https://pilotpen.co.uk","https://www.pilotpen.co.uk/wp-content/uploads/2023/11/vector.png","OK",""
"toyotaelpa.com.tr","https://toyotaelpa.com.tr","https://www.toyotaelpa.com.tr/Assets/img/logo.png","OK",""
"intersport-risoul.com","https://intersport-risoul.com","https://www.intersport-risoul.com/img/logo.png","OK",""
"murrelektronik.se","https://murrelektronik.se","https://www.murrelektronik.se/fileadmin/images/xmurrelektronik_logo.png.pagespeed.ic.ffut0rdfdv.png","OK",""
"nobleprog.com.eg","https://nobleprog.com.eg","https://www.nobleprog.com.eg/npfrontend/assets/images/opengraph/nobleprog-website.svg","OK",""
"pkf.com.tr","https://pkf.com.tr","https://pkf.com.tr/wp-content/uploads/2023/06/logo15haz.png","OK",""
"gs1.at","https://gs1.at","https://www.gs1.at/sites/default/files/styles/icon_menu_1x/public/2020-05/GS1-Menue-Icons-Ueber-uns-Wer-wir-sind.png.jpg","OK",""
"linexofchickasha.com","https://linexofchickasha.com","https://www.linex.com/app/consumer/assets/addons/consumer/r66d/linex-theme/resources/img/1765bffb7cbbef3132e1e46d6f36ca13.png","OK",""
"svnvanguardla.com","https://svnvanguardla.com","https://svnvanguardla.com/wp-content/themes/svn-vanguard/images/logo.png","OK",""
"titancontainers.dk","https://titancontainers.dk","https://titancontainers.dk/wp-content/uploads/2023/12/logo.png","OK",""
"astrazeneca.no","https://astrazeneca.no","https://www.astrazeneca.no/etc/designs/az/img/logo-az-condensed.png","OK",""
"spitexlauchetal.ch","https://spitexlauchetal.ch","https://www.spitexlauchetal.ch/img/spitex2014/ch.spitex-lauchetal/logo_de-hcB6C00AEE.svg","OK",""
"culligansouthwest.com","https://culligansouthwest.com","https://www.culligansouthwest.com/images/logos/culligan_water_you_love.svg","OK",""
"foxinabox.mx","https://foxinabox.mx","https://www.foxinabox.mx/bin/images/main_new/logo/mexicocity_facebook_fox.png","OK",""
"mazdacorpuschristi.com","","","UNREADABLE",""
"nobleprog.ae","https://nobleprog.ae","https://www.nobleprog.ae/npfrontend/assets/images/opengraph/nobleprog-website.svg","OK",""
"ovb.at","https://ovb.at","https://www.ovb.at/apple-touch-icon.png","OK",""
"lidl-immobilien.de","https://lidl-immobilien.de","https://www.lidl-immobilien.de/bundles/nucleuscomponent/realestate/assets/@lidl/a-logo-image/logo_default.55fa35599267bb36eb58dd8930b445f8.svg","OK",""
"mazda-autohaus-hamester-hamburg-bergedorf.de","https://mazda-autohaus-hamester-hamburg-bergedorf.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"vans.nl","","","UNREADABLE",""
"mazda-autohaus-bolluck-goslar.de","https://mazda-autohaus-bolluck-goslar.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"bonprix.fi","https://bonprix.fi","https://fires.bonprix.fi/mstatic/dist/gfx/bonprix_logo.svg","OK",""
"mazda.gr","https://mazda.gr","https://www.mazda.gr/Portals/4/mazda-logo-new.png","OK",""
"bbraun.lv","https://bbraun.lv","https://www.bbraun.lv/content/dam/b-braun/master/website-6/en/00_home-and-miscellaneous/logo/bbraun-logo-full.svg","OK",""
"lindt.cz","https://lindt.cz","https://www.lindt.cz/static/version1760590610/frontend/Lseu/transactional/cs_CZ/images/logo.png","OK",""
"experian.co.nz","https://experian.co.nz","http://www.experian.co.nz/content/dam/marketing/na/social/experian-og-image.png","OK",""
"novonordisk.my","https://novonordisk.my","https://www.novonordisk.my/content/dam/nncorp/language-masters/en/about-us/images/novo-nordisk-100/front-page-banner-nn100-num1.jpg","OK",""
"kiaofstcatharines.com","","","UNREADABLE",""
"culliganwaterbillings.com","https://culliganwaterbillings.com","https://www.culliganwaterbillings.com/images/logos/culligan_water_you_love.svg","OK",""
"bakertilly.no","https://bakertilly.no","https://www.bakertilly.no/assets/images/logo.svg","OK",""
"kia-schmid-hoehenkirchen.de","https://kia-schmid-hoehenkirchen.de","https://www.kia-schmid-hoehenkirchen.de/etc.clientlibs/settings/wcm/designs/eut/clientlib/resources/rbr/logo_kia_white-rbr.png","OK",""
"kiamotors.com.kh","","","UNREADABLE",""
"aamco-chesapeakeva.com","https://aamco-chesapeakeva.com","https://www.aamco-chesapeakeva.com/images/logo.png","OK",""
"daikinchemicals.com","https://daikinchemicals.com","https://www.daikinchemicals.com/library/dg_common/images/android-chrome-192x192.png","OK",""
"culliganricelake.com","https://culliganricelake.com","https://www.culliganricelake.com/images/logos/culligan_water_you_love.svg","OK",""
"sourceadvisors.co.uk","https://sourceadvisors.co.uk","https://sourceadvisors.co.uk/wp-content/uploads/2025/06/Source-Advisors-Logo.svg","OK",""
"honda-angouleme.com","https://honda-angouleme.com","https://www.honda-angouleme.com/images/logo-honda-auto_blanc.svg","OK",""
"educab.com.au","https://educab.com.au","https://educab.com.au/wp-content/uploads/2023/01/Educab-Education-and-Migration-Logo.png","OK",""
"sonepar.pt","https://sonepar.pt","https://www.sonepar.pt/resource/blob/52350/ee1759a770449a6a843d6a4f27e656c8/sonepar-logo-png-data.png","OK",""
"saint-gobain.bg","https://saint-gobain.bg","https://www.saint-gobain.bg/themes/custom/sgcc_ext_theme/logo.svg","OK",""
"zalando.pl","","","UNREADABLE",""
"menicon.es","https://menicon.es","https://www.menicon.es/hubfs/menicon_logo_color_favicon.png","OK",""
"culliganiowa.com","https://culliganiowa.com","https://www.culliganiowa.com/images/logos/culligan_water_you_love.svg","OK",""
"hertz.am","https://hertz.am","https://hertz.am/images/page/logo.png","OK",""
"vbh.hu","https://vbh.hu","https://www.vbh.hu/static/Favicon/safari-pinned-tab.svg","OK",""
"mazda-autohaus-ehrlich-aschaffenburg.de","https://mazda-autohaus-ehrlich-aschaffenburg.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"flashbay.hu","https://flashbay.hu","https://static.flashbay.hu/images/header/flashbay_range.jpg","OK",""
"premiumproperties.com","https://premiumproperties.com","https://premiumproperties.com/wp-content/uploads/2016/03/cropped-squarelogo-1-192x192.png","OK",""
"honda.com.hk","https://honda.com.hk","https://www.honda.com.hk/assets/img/logo.png","OK",""
"orange.cd","https://orange.cd","https://www.orange.cd/2/menu_resources/img/blank.gif","OK",""
"vendhq.com","https://vendhq.com","https://assets.lightspeedhq.com/img/1970209c-lightspeed-preview-2024.png","OK",""
"culliganofnashville.com","https://culliganofnashville.com","https://www.culliganofnashville.com/images/logos/culligan_water_you_love.svg","OK",""
"ikea.is","https://ikea.is","https://www.ikea.is/webroot/img/logos/IKEA_logo.svg","OK",""
"allthingswater.com","https://allthingswater.com","https://www.allthingswater.com/images/logos/culligan_water_you_love.svg","OK",""
"honda-larochelle.com","https://honda-larochelle.com","https://www.honda-larochelle.com/images/logo-honda-auto_blanc.svg","OK",""
"spitex-rotbachtal.ch","https://spitex-rotbachtal.ch","https://www.spitex-rotbachtal.ch/img/spitex2022/ch.spitex-rotbachtal23/logo_de-hcEE1F669C.svg","OK",""
"daikin-manufacturing.de","https://daikin-manufacturing.de","https://www.daikin-manufacturing.de/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/app-icon/android-chrome-512x512.png","OK",""
"aamcoglendalearrowhead.com","https://aamcoglendalearrowhead.com","https://www.aamcoglendalearrowhead.com/images/logo.png","OK",""
"bbraun.co.in","https://bbraun.co.in","https://www.bbraun.co.in/etc.clientlibs/settings/wcm/designs/clientlibs/bbraun/bbraun.static/resources/img/logo/logo.png","OK",""
"aamcohuntingtonbeachca.com","https://aamcohuntingtonbeachca.com","https://www.aamcohuntingtonbeachca.com/images/logo.png","OK",""
"aamcoscottsdaleairpark.com","https://aamcoscottsdaleairpark.com","https://www.aamcoscottsdaleairpark.com/images/logo.png","OK",""
"decathlon.com.br","https://decathlon.com.br","https://decathlonstore.vteximg.com.br/arquivos/logo_site_tag_og2.png","OK",""
"hansa-flex.com.pl","https://hansa-flex.com.pl","https://hansa-flex.com.pl/wp-content/uploads/512x512_HANSA-FLEX_Logo.svg","OK",""
"hendersonkyedc.com","https://hendersonkyedc.com","https://hendersonkyedc.com/wp-content/uploads/2023/07/LOGO_BUG_COLOR-150x132.png","OK",""
"culligantucson.com","https://culligantucson.com","https://www.culligantucson.com/images/logos/culligan_water_you_love.svg","OK",""
"nobleprog.com.ar","https://nobleprog.com.ar","https://www.nobleprog.com.ar/npfrontend/assets/images/opengraph/nobleprog-website.svg","OK",""
"linak.cz","","","UNREADABLE",""
"mazda-autohaus-rottmann-bottrop.de","https://mazda-autohaus-rottmann-bottrop.de","https://www.assets.mazda-autohaus.de/assets/img/favicons/web-app-manifest-512x512.png","OK",""
"aiesec.my","","","UNREADABLE",""
"murrelektronik.it","https://murrelektronik.it","https://www.murrelektronik.it/fileadmin/images/xmurrelektronik_logo.png.pagespeed.ic.ffut0rdfdv.png","OK",""
"mazda.com.kh","","","UNREADABLE",""
"wwfcz.org","https://wwfcz.org","https://www.wwfcz.org/wp-content/uploads/2022/09/WWF_Logo_Small_RGB_72dpi.jpg","OK",""
"nestle.fi","","","UNREADABLE",""
"lcvesta.nl","https://lcvesta.nl","https://www.lcvesta.nl/images/logo.png","OK",""
"avia.hu","https://avia.hu","https://www.avia.hu/wp-content/themes/avia/img/logo.png","OK",""
"aamcofrederickmd.com","https://aamcofrederickmd.com","https://www.aamcofrederickmd.com/images/logo.png","OK",""
"duraclean.us","https://duraclean.us","https://www.duraclean.us/wp-content/uploads/2025/03/cropped-Duraclean-Logo-Square-Transparent-192x192.png","OK",""
"salvationarmy.org.uk","https://salvationarmy.org.uk","https://www.salvationarmy.org.uk/themes/custom/salvation_army/logo.svg","OK",""
"heliosstrategia.pl","https://heliosstrategia.pl","https://heliosstrategia.pl/wp-content/uploads/2022/01/helios-strategia-1.svg","OK",""
"atalian.rs","https://atalian.rs","https://atalian.com/apple-touch-icon-180x180.png","OK",""
"remax-lueneburg.de","https://remax-lueneburg.de","https://www.remax-lueneburg.de/media/images/logo_152x152.png","OK",""
"renaultbank.es","","","UNREADABLE",""
"wuerth-ag.ch","https://wuerth-ag.ch","http://www.wuerth-ag.ch/media/system/layout_wl2bootstrap/bootstrap_system_images/wuerth_logo_big.png","OK",""
"domcortraffic.ca","https://domcortraffic.ca","https://domcor.ca/wp-content/themes/Domcor_2024_Template/images/domcor-cvi-group-logo.webp","OK",""
"adecco.ie","https://adecco.ie","https://www.adecco.com/-/jssmedia/project/adecco/global/favicon.png","OK",""
"adeccojapanese.asia","https://adeccojapanese.asia","https://adeccojapanese.asia/assets/images/logos/adecco-logo.png","OK",""
"patheon.com","https://patheon.com","https://www.patheon.com/etc.clientlibs/patheon/clientlibs/clientlib-base/resources/images/tfs-logo.svg","OK",""
"mapfre.com.uy","https://mapfre.com.uy","https://www.mapfre.com.uy/media/Logo-MAPFRE-4.png","OK",""
"polarysgroup.eu","https://polarysgroup.eu","https://polarysgroup.eu/wp-content/uploads/2021/09/cropped-ICONE-Color-192x192.png","OK",""
"canon.com.br","https://canon.com.br","https://www.canon.com.br/files/img/frontend/logo.svg","OK",""
"mazda-bcrmotors.ru","https://mazda-bcrmotors.ru","https://mazda-bcrmotors.ru/images/logo.png","OK",""
"gloriasportsarena.com.tr","https://gloriasportsarena.com.tr","https://www.gloriasportsarena.com.tr/Content/images/icons/logo.svg","OK",""
"msd-animal-health.es","https://msd-animal-health.es","https://www.msd-animal-health.es/wp-content/uploads/sites/20/2020/05/msd-animal-health-logo.png","OK",""
"meggle.de","https://meggle.de","https://www.meggle.de/typo3conf/ext/meggle/Resources/Public/Images/meggle-logo.svg","OK",""
"tupperware.com.vn","","","UNREADABLE",""
"gulf.lu","https://gulf.lu","https://www.gulf.lu/wp-content/uploads/2019/07/gulf-logo-250-150x150.png","OK",""
"athora.nl","https://athora.nl","https://www.athora.nl/493b04/siteassets/logos/autolined/athora-logo.svg","OK",""
"mersen.jp","https://mersen.jp","https://www.mersen.jp/themes/notportal/logo.png","OK",""
